Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_day,journey_month,journey_weekday,is_weekend,quarter,dep_hour,dep_time_bin,Price_capped,Price_log,weekday,is_holiday,duration_hours,duration_minutes,total_duration_mins,flight_type,Source_freq,Destination_freq,Airline_mean_price,Source_mean_price,total_duration_mins,journey_month,total_duration_mins^2,total_duration_mins journey_month,journey_month^2
jet airways,2019-05-06,kolkata,banglore,CCU → BOM → BLR,06:30:00,04:40 07 May,22h 10m,1 stop,No info,13941,6,5,0,0,2,6,Morning,13941,9.542661146046344,0,0,22.0,10.0,1330.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1330.0,5.0,1768900.0,6650.0,25.0
indigo,2019-06-27,delhi,cochin,DEL → BOM → COK,11:25:00,21:00,9h 35m,1 stop,No info,5894,27,6,3,0,2,11,Morning,5894,8.68185981297147,3,0,9.0,35.0,575.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,575.0,6.0,330625.0,3450.0,36.0
multiple carriers,2019-05-18,delhi,cochin,DEL → BOM → COK,09:00:00,19:00,10h,1 stop,No info,10197,18,5,5,1,2,9,Morning,10197,9.2299469016151,5,0,10.0,0.0,600.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,600.0,5.0,360000.0,3000.0,25.0
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,14:05:00,11:25 07 Mar,21h 20m,1 stop,In-flight meal not included,13712,6,3,2,0,1,14,Afternoon,13712,9.526099566999854,2,0,21.0,20.0,1280.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,1280.0,3.0,1638400.0,3840.0,9.0
indigo,2019-06-24,delhi,cochin,DEL → MAA → COK,02:00:00,07:25,5h 25m,1 stop,No info,5636,24,6,0,0,2,2,Late Night,5636,8.637107288081575,0,0,5.0,25.0,325.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,325.0,6.0,105625.0,1950.0,36.0
jet airways,2019-06-06,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,04:25 07 Jun,18h 45m,2 stops,No info,13014,6,6,3,0,2,9,Morning,13014,9.473857817428666,3,0,18.0,45.0,1125.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1125.0,6.0,1265625.0,6750.0,36.0
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,08:25:00,20:45,12h 20m,1 stop,In-flight meal not included,7064,1,4,0,0,2,8,Morning,7064,8.862908295118627,0,0,12.0,20.0,740.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,740.0,4.0,547600.0,2960.0,16.0
jet airways,2019-05-24,kolkata,banglore,CCU → DEL → BLR,20:25:00,14:25 25 May,18h,1 stop,In-flight meal not included,10703,24,5,4,0,2,20,Evening,10703,9.27837278236801,4,0,18.0,0.0,1080.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1080.0,5.0,1166400.0,5400.0,25.0
multiple carriers,2019-05-27,delhi,cochin,DEL → HYD → COK,13:15:00,22:30,9h 15m,1 stop,No info,9646,27,5,0,0,2,13,Afternoon,9646,9.174402265170553,0,0,9.0,15.0,555.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,555.0,5.0,308025.0,2775.0,25.0
multiple carriers,2019-03-06,delhi,cochin,DEL → BOM → COK,02:15:00,13:20,11h 5m,1 stop,No info,17057,6,3,2,0,1,2,Late Night,17057,9.744374580879056,2,0,11.0,5.0,665.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,665.0,3.0,442225.0,1995.0,9.0
jet airways,2019-03-12,banglore,new delhi,BLR → BOM → DEL,16:55:00,10:25 13 Mar,17h 30m,1 stop,No info,13817,12,3,1,0,1,16,Afternoon,13817,9.53372736904874,1,0,17.0,30.0,1050.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,1050.0,3.0,1102500.0,3150.0,9.0
air india,2019-03-06,delhi,cochin,DEL → BHO → BOM → COK,05:55:00,19:15,13h 20m,2 stops,No info,13748,6,3,2,0,1,5,Morning,13748,9.528721373177234,2,0,13.0,20.0,800.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,800.0,3.0,640000.0,2400.0,9.0
air india,2019-04-21,kolkata,banglore,CCU → BLR,20:45:00,23:20,2h 35m,non-stop,No info,4880,21,4,6,1,2,20,Evening,4880,8.493105395887147,6,0,2.0,35.0,155.0,Medium,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,155.0,4.0,24025.0,620.0,16.0
indigo,2019-06-21,chennai,kolkata,MAA → CCU,05:15:00,07:40,2h 25m,non-stop,No info,3540,21,6,4,0,2,5,Morning,3540,8.172164452111904,4,0,2.0,25.0,145.0,Medium,0.03566747800037446,0.03566747800037446,5673.68290306868,4789.892388451443,145.0,6.0,21025.0,870.0,36.0
spicejet,2019-05-15,banglore,delhi,BLR → DEL,05:55:00,08:35,2h 40m,non-stop,No check-in baggage included,3257,15,5,2,0,2,5,Morning,3257,8.08886878916199,2,0,2.0,40.0,160.0,Medium,0.20567309492604383,0.11842351619546901,4338.284841075794,8017.464269458353,160.0,5.0,25600.0,800.0,25.0
jet airways,2019-06-03,banglore,delhi,BLR → DEL,19:50:00,22:50,3h,non-stop,In-flight meal not included,6478,3,6,0,0,2,19,Evening,6478,8.776321456449958,0,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,180.0,6.0,32400.0,1080.0,36.0
jet airways,2019-06-18,mumbai,hyderabad,BOM → HYD,07:05:00,08:30,1h 25m,non-stop,No info,8040,18,6,1,0,2,7,Morning,8040,8.99230873254815,1,0,1.0,25.0,85.0,Short,0.06524995319228609,0.06524995319228609,11643.92335671603,5059.708751793401,85.0,6.0,7225.0,510.0,36.0
jet airways,2019-06-12,delhi,cochin,DEL → ATQ → BOM → COK,20:00:00,12:35 13 Jun,16h 35m,2 stops,No info,14300,12,6,2,0,2,20,Evening,14300,9.568084743872936,2,0,16.0,35.0,995.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,995.0,6.0,990025.0,5970.0,36.0
jet airways,2019-05-15,kolkata,banglore,CCU → BOM → BLR,08:25:00,20:45,12h 20m,1 stop,No info,14781,15,5,2,0,2,8,Morning,14781,9.601165503344832,2,0,12.0,20.0,740.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,740.0,5.0,547600.0,3700.0,25.0
jet airways,2019-06-09,kolkata,banglore,CCU → BOM → BLR,20:00:00,08:15 10 Jun,12h 15m,1 stop,No info,14939,9,6,6,1,2,20,Evening,14939,9.611797458686809,6,0,12.0,15.0,735.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,735.0,6.0,540225.0,4410.0,36.0
jet airways,2019-06-24,delhi,cochin,DEL → BOM → COK,20:55:00,04:25 25 Jun,7h 30m,1 stop,In-flight meal not included,10262,24,6,0,0,2,20,Evening,10262,9.236300473645716,0,0,7.0,30.0,450.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,450.0,6.0,202500.0,2700.0,36.0
air india,2019-05-12,kolkata,banglore,CCU → MAA → BLR,14:35:00,14:35 13 May,24h,1 stop,No info,6528,12,5,6,1,2,14,Afternoon,6528,8.784009071186633,6,0,24.0,0.0,1440.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1440.0,5.0,2073600.0,7200.0,25.0
air india,2019-05-01,banglore,delhi,BLR → DEL,06:10:00,08:55,2h 45m,non-stop,No info,6121,1,5,2,0,2,6,Morning,6121,8.719644119505357,2,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.11842351619546901,9612.427755568247,8017.464269458353,165.0,5.0,27225.0,825.0,25.0
jet airways,2019-05-18,delhi,cochin,DEL → JAI → BOM → COK,19:30:00,04:25 19 May,8h 55m,2 stops,In-flight meal not included,13029,18,5,5,1,2,19,Evening,13029,9.47500967011889,5,0,8.0,55.0,535.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,535.0,5.0,286225.0,2675.0,25.0
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,11:40:00,18:50,7h 10m,1 stop,No info,11421,27,3,2,0,1,11,Morning,11421,9.343296599224807,2,0,7.0,10.0,430.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,430.0,3.0,184900.0,1290.0,9.0
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,04:45:00,19:15,14h 30m,1 stop,No info,7574,27,3,2,0,1,4,Late Night,7574,8.93260863037757,2,0,14.0,30.0,870.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,870.0,3.0,756900.0,2610.0,9.0
air india,2019-05-09,delhi,cochin,DEL → JDH → BOM → COK,12:55:00,19:15 10 May,30h 20m,2 stops,No info,11596,9,5,3,0,2,12,Afternoon,11596,9.358501722956705,3,0,30.0,20.0,1820.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1820.0,5.0,3312400.0,9100.0,25.0
jet airways,2019-05-24,delhi,cochin,DEL → AMD → BOM → COK,23:05:00,19:00 25 May,19h 55m,2 stops,No info,15129,24,5,4,0,2,23,Night,15129,9.624434806782402,4,0,19.0,55.0,1195.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1195.0,5.0,1428025.0,5975.0,25.0
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,14:05:00,05:05 16 Mar,15h,1 stop,No info,13555,18,3,0,0,1,14,Afternoon,13555,9.514584532726944,0,0,15.0,0.0,900.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,900.0,3.0,810000.0,2700.0,9.0
indigo,2019-04-12,banglore,delhi,BLR → DEL,18:55:00,21:50,2h 55m,non-stop,No info,5780,12,4,4,0,2,18,Evening,5780,8.662331957082475,4,0,2.0,55.0,175.0,Medium,0.20567309492604383,0.11842351619546901,5673.68290306868,8017.464269458353,175.0,4.0,30625.0,700.0,16.0
vistara,2019-05-12,kolkata,banglore,CCU → DEL → BLR,20:20:00,09:05 13 May,12h 45m,1 stop,No info,9397,12,5,6,1,2,20,Evening,9397,9.14825217966276,6,0,12.0,45.0,765.0,Long,0.2687698932784123,0.2687698932784123,7796.348643006263,9158.389411354929,765.0,5.0,585225.0,3825.0,25.0
jet airways,2019-03-06,delhi,cochin,DEL → BOM → COK,18:15:00,04:25 07 Mar,10h 10m,1 stop,No info,17024,6,3,2,0,1,18,Evening,17024,9.742438131017714,2,0,10.0,10.0,610.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,610.0,3.0,372100.0,1830.0,9.0
goair,2019-06-27,delhi,cochin,DEL → BOM → COK,07:00:00,12:55,5h 55m,1 stop,No info,5281,27,6,3,0,2,7,Morning,5281,8.572060092857077,3,0,5.0,55.0,355.0,Long,0.42463958060288337,0.42463958060288337,5861.056701030928,10540.113536155202,355.0,6.0,126025.0,2130.0,36.0
multiple carriers,2019-05-18,delhi,cochin,DEL → HYD → COK,07:05:00,22:30,15h 25m,1 stop,No info,10348,18,5,5,1,2,7,Morning,10348,9.244645175668174,5,0,15.0,25.0,925.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,925.0,5.0,855625.0,4625.0,25.0
air india,2019-03-06,delhi,cochin,DEL → MAA → COK,17:20:00,09:25 07 Mar,16h 5m,1 stop,No info,12677,6,3,2,0,1,17,Evening,12677,9.447623486844112,2,0,16.0,5.0,965.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,965.0,3.0,931225.0,2895.0,9.0
multiple carriers,2019-03-03,delhi,cochin,DEL → BOM → COK,15:25:00,01:35 04 Mar,10h 10m,1 stop,No info,15147,3,3,6,1,1,15,Afternoon,15147,9.625623789021686,6,0,10.0,10.0,610.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,610.0,3.0,372100.0,1830.0,9.0
vistara,2019-06-12,banglore,delhi,BLR → DEL,07:00:00,09:40,2h 40m,non-stop,No info,4668,12,6,2,0,2,7,Morning,4668,8.448700194970938,2,0,2.0,40.0,160.0,Medium,0.20567309492604383,0.11842351619546901,7796.348643006263,8017.464269458353,160.0,6.0,25600.0,960.0,36.0
jet airways,2019-05-09,delhi,cochin,DEL → BOM → COK,07:05:00,19:00,11h 55m,1 stop,No info,15554,9,5,3,0,2,7,Morning,15554,9.652137409331738,3,0,11.0,55.0,715.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,715.0,5.0,511225.0,3575.0,25.0
spicejet,2019-04-09,banglore,delhi,BLR → DEL,05:55:00,08:35,2h 40m,non-stop,No info,3971,9,4,1,0,2,5,Morning,3971,8.287025025165063,1,0,2.0,40.0,160.0,Medium,0.20567309492604383,0.11842351619546901,4338.284841075794,8017.464269458353,160.0,4.0,25600.0,640.0,16.0
air india,2019-05-03,mumbai,hyderabad,BOM → HYD,15:00:00,16:25,1h 25m,non-stop,No info,3100,3,5,4,0,2,15,Afternoon,3100,8.03947991910045,4,0,1.0,25.0,85.0,Short,0.06524995319228609,0.06524995319228609,9612.427755568247,5059.708751793401,85.0,5.0,7225.0,425.0,25.0
jet airways,2019-05-06,kolkata,banglore,CCU → BOM → BLR,20:00:00,10:05 07 May,14h 5m,1 stop,In-flight meal not included,9663,6,5,0,0,2,20,Evening,9663,9.176162920174596,0,0,14.0,5.0,845.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,845.0,5.0,714025.0,4225.0,25.0
air india,2019-03-01,delhi,cochin,DEL → BOM → COK,23:00:00,19:15 02 Mar,20h 15m,1 stop,No info,27430,1,3,4,0,1,23,Night,23017,10.21942903970169,4,0,20.0,15.0,1215.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1215.0,3.0,1476225.0,3645.0,9.0
indigo,2019-05-12,chennai,kolkata,MAA → CCU,05:15:00,07:40,2h 25m,non-stop,No info,3540,12,5,6,1,2,5,Morning,3540,8.172164452111904,6,0,2.0,25.0,145.0,Medium,0.03566747800037446,0.03566747800037446,5673.68290306868,4789.892388451443,145.0,5.0,21025.0,725.0,25.0
air india,2019-05-21,kolkata,banglore,CCU → BBI → BOM → BLR,12:00:00,11:10 22 May,23h 10m,2 stops,No info,10676,21,5,1,0,2,12,Afternoon,10676,9.275847174178304,1,0,23.0,10.0,1390.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1390.0,5.0,1932100.0,6950.0,25.0
jet airways,2019-06-12,kolkata,banglore,CCU → BOM → BLR,14:05:00,08:15 13 Jun,18h 10m,1 stop,No info,13044,12,6,2,0,2,14,Afternoon,13044,9.47616019757083,2,0,18.0,10.0,1090.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1090.0,6.0,1188100.0,6540.0,36.0
jet airways,2019-05-06,kolkata,banglore,CCU → BOM → BLR,20:00:00,12:00 07 May,16h,1 stop,No info,14388,6,5,0,0,2,20,Evening,14388,9.574219304763416,0,0,16.0,0.0,960.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,960.0,5.0,921600.0,4800.0,25.0
indigo,2019-06-24,banglore,delhi,BLR → DEL,04:00:00,06:50,2h 50m,non-stop,No info,3943,24,6,0,0,2,4,Late Night,3943,8.279950715722526,0,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,5673.68290306868,8017.464269458353,170.0,6.0,28900.0,1020.0,36.0
indigo,2019-06-03,chennai,kolkata,MAA → CCU,14:45:00,17:05,2h 20m,non-stop,No info,3597,3,6,0,0,2,14,Afternoon,3597,8.188133414510478,0,0,2.0,20.0,140.0,Medium,0.03566747800037446,0.03566747800037446,5673.68290306868,4789.892388451443,140.0,6.0,19600.0,840.0,36.0
air india,2019-03-21,banglore,new delhi,BLR → MAA → DEL,11:50:00,19:50,8h,1 stop,No info,5932,21,3,3,0,1,11,Morning,5932,8.688285266258644,3,0,8.0,0.0,480.0,Long,0.20567309492604383,0.0872495787305748,9612.427755568247,8017.464269458353,480.0,3.0,230400.0,1440.0,9.0
jet airways,2019-06-15,delhi,cochin,DEL → BOM → COK,11:30:00,04:25 16 Jun,16h 55m,1 stop,In-flight meal not included,10262,15,6,5,1,2,11,Morning,10262,9.236300473645716,5,0,16.0,55.0,1015.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1015.0,6.0,1030225.0,6090.0,36.0
vistara,2019-05-12,delhi,cochin,DEL → COK,14:40:00,17:50,3h 10m,non-stop,No info,6216,12,5,6,1,2,14,Afternoon,6216,8.735042754269337,6,0,3.0,10.0,190.0,Medium,0.42463958060288337,0.42463958060288337,7796.348643006263,10540.113536155202,190.0,5.0,36100.0,950.0,25.0
indigo,2019-06-15,kolkata,banglore,CCU → BLR,20:25:00,23:10,2h 45m,non-stop,No info,4804,15,6,5,1,2,20,Evening,4804,8.477412321404392,5,0,2.0,45.0,165.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,165.0,6.0,27225.0,990.0,36.0
multiple carriers,2019-05-21,delhi,cochin,DEL → BOM → COK,11:30:00,01:30 22 May,14h,1 stop,No info,14067,21,5,1,0,2,11,Morning,14067,9.551657993593873,1,0,14.0,0.0,840.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,840.0,5.0,705600.0,4200.0,25.0
jet airways,2019-05-18,delhi,cochin,DEL → AMD → BOM → COK,19:10:00,19:00 19 May,23h 50m,2 stops,No info,15129,18,5,5,1,2,19,Evening,15129,9.624434806782402,5,0,23.0,50.0,1430.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1430.0,5.0,2044900.0,7150.0,25.0
jet airways,2019-06-06,delhi,cochin,DEL → NAG → BOM → COK,06:45:00,04:25 07 Jun,21h 40m,2 stops,No info,13376,6,6,3,0,2,6,Morning,13376,9.501292093295586,3,0,21.0,40.0,1300.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1300.0,6.0,1690000.0,7800.0,36.0
air india,2019-06-27,delhi,cochin,DEL → GOI → BOM → COK,22:00:00,19:15 28 Jun,21h 15m,2 stops,No info,10441,27,6,3,0,2,22,Night,10441,9.253591413970495,3,0,21.0,15.0,1275.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1275.0,6.0,1625625.0,7650.0,36.0
jet airways,2019-05-24,banglore,delhi,BLR → DEL,06:00:00,08:45,2h 45m,non-stop,In-flight meal not included,4030,24,5,4,0,2,6,Morning,4030,8.301769763117166,4,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,165.0,5.0,27225.0,825.0,25.0
jet airways,2019-03-03,delhi,cochin,DEL → BOM → COK,08:00:00,18:50,10h 50m,1 stop,No info,17024,3,3,6,1,1,8,Morning,17024,9.742438131017714,6,0,10.0,50.0,650.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,650.0,3.0,422500.0,1950.0,9.0
multiple carriers,2019-04-09,delhi,cochin,DEL → BOM → COK,17:30:00,01:30 10 Apr,8h,1 stop,No info,13017,9,4,1,0,2,17,Evening,13017,9.474088294132333,1,0,8.0,0.0,480.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,480.0,4.0,230400.0,1920.0,16.0
goair,2019-06-06,kolkata,banglore,CCU → BOM → BLR,23:30:00,07:45 07 Jun,8h 15m,1 stop,No info,6686,6,6,3,0,2,23,Night,6686,8.80792062205398,3,0,8.0,15.0,495.0,Long,0.2687698932784123,0.2687698932784123,5861.056701030928,9158.389411354929,495.0,6.0,245025.0,2970.0,36.0
indigo,2019-06-15,delhi,cochin,DEL → MAA → COK,02:00:00,07:25,5h 25m,1 stop,No info,5636,15,6,5,1,2,2,Late Night,5636,8.637107288081575,5,0,5.0,25.0,325.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,325.0,6.0,105625.0,1950.0,36.0
indigo,2019-06-09,delhi,cochin,DEL → HYD → COK,07:35:00,16:10,8h 35m,1 stop,No info,6442,9,6,6,1,2,7,Morning,6442,8.770749549138642,6,0,8.0,35.0,515.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,515.0,6.0,265225.0,3090.0,36.0
multiple carriers,2019-05-21,delhi,cochin,DEL → HYD → COK,13:05:00,00:55 22 May,11h 50m,1 stop,No info,9486,21,5,1,0,2,13,Afternoon,9486,9.157677719392876,1,0,11.0,50.0,710.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,710.0,5.0,504100.0,3550.0,25.0
jet airways,2019-05-21,kolkata,banglore,CCU → BOM → BLR,20:00:00,23:35 22 May,27h 35m,1 stop,In-flight meal not included,10844,21,5,1,0,2,20,Evening,10844,9.291459423260974,1,0,27.0,35.0,1655.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1655.0,5.0,2739025.0,8275.0,25.0
jet airways,2019-06-03,delhi,cochin,DEL → ATQ → BOM → COK,20:00:00,04:25 04 Jun,8h 25m,2 stops,In-flight meal not included,15318,3,6,0,0,2,20,Evening,15318,9.636849167012697,0,0,8.0,25.0,505.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,505.0,6.0,255025.0,3030.0,36.0
air india,2019-04-03,delhi,cochin,DEL → MAA → COK,12:30:00,09:25 04 Apr,20h 55m,1 stop,No info,5117,3,4,2,0,2,12,Afternoon,5117,8.540519016719735,2,0,20.0,55.0,1255.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1255.0,4.0,1575025.0,5020.0,16.0
indigo,2019-06-24,delhi,cochin,DEL → BLR → COK,15:10:00,20:00,4h 50m,1 stop,No info,6147,24,6,0,0,2,15,Afternoon,6147,8.723882104658486,0,0,4.0,50.0,290.0,Medium,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,290.0,6.0,84100.0,1740.0,36.0
multiple carriers,2019-06-09,delhi,cochin,DEL → BOM → COK,12:50:00,21:00,8h 10m,1 stop,No info,7005,9,6,6,1,2,12,Afternoon,7005,8.854522203757432,6,0,8.0,10.0,490.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,490.0,6.0,240100.0,2940.0,36.0
spicejet,2019-04-03,kolkata,banglore,CCU → BLR,22:20:00,00:40 04 Apr,2h 20m,non-stop,No info,3873,3,4,2,0,2,22,Night,3873,8.262042843966942,2,0,2.0,20.0,140.0,Medium,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,140.0,4.0,19600.0,560.0,16.0
jet airways,2019-03-21,delhi,cochin,DEL → BDQ → BOM → COK,18:25:00,18:50 22 Mar,24h 25m,2 stops,In-flight meal not included,9270,21,3,3,0,1,18,Evening,9270,9.134646527606982,3,0,24.0,25.0,1465.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1465.0,3.0,2146225.0,4395.0,9.0
goair,2019-06-27,banglore,delhi,BLR → DEL,11:40:00,14:30,2h 50m,non-stop,No info,3898,27,6,3,0,2,11,Morning,3898,8.268475388982598,3,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,5861.056701030928,8017.464269458353,170.0,6.0,28900.0,1020.0,36.0
jet airways,2019-05-12,kolkata,banglore,CCU → BOM → BLR,08:25:00,20:45,12h 20m,1 stop,No info,14781,12,5,6,1,2,8,Morning,14781,9.601165503344832,6,0,12.0,20.0,740.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,740.0,5.0,547600.0,3700.0,25.0
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,20:00:00,08:15 25 May,12h 15m,1 stop,In-flight meal not included,8586,24,5,4,0,2,20,Evening,8586,9.058004710672485,4,0,12.0,15.0,735.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,735.0,5.0,540225.0,3675.0,25.0
air india,2019-05-09,kolkata,banglore,CCU → JAI → BOM → BLR,08:20:00,07:55 10 May,23h 35m,2 stops,No info,10697,9,5,3,0,2,8,Morning,10697,9.277812087091196,3,0,23.0,35.0,1415.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1415.0,5.0,2002225.0,7075.0,25.0
jet airways,2019-06-27,delhi,cochin,DEL → ATQ → BOM → COK,20:00:00,12:35 28 Jun,16h 35m,2 stops,No info,14300,27,6,3,0,2,20,Evening,14300,9.568084743872936,3,0,16.0,35.0,995.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,995.0,6.0,990025.0,5970.0,36.0
indigo,2019-03-03,banglore,new delhi,BLR → DEL,18:55:00,21:45,2h 50m,non-stop,No info,8855,3,3,6,1,1,18,Evening,8855,9.088850474388472,6,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.0872495787305748,5673.68290306868,8017.464269458353,170.0,3.0,28900.0,510.0,9.0
