Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_day,journey_month,journey_weekday,is_weekend,quarter,dep_hour,dep_time_bin,Price_capped,Price_log
air india,2019-05-09,kolkata,banglore,CCU → JAI → BOM → BLR,08:20:00,07:55 10 May,23h 35m,2 stops,No info,10697,9,5,3,0,2,8,Morning,10697,9.277812087091196
jet airways,2019-06-27,delhi,cochin,DEL → ATQ → BOM → COK,20:00:00,12:35 28 Jun,16h 35m,2 stops,No info,14300,27,6,3,0,2,20,Evening,14300,9.568084743872936
indigo,2019-03-03,banglore,new delhi,BLR → DEL,18:55:00,21:45,2h 50m,non-stop,No info,8855,3,3,6,1,1,18,Evening,8855,9.088850474388472
jet airways,2019-05-12,kolkata,banglore,CCU → BOM → BLR,16:30:00,18:15 13 May,25h 45m,1 stop,In-flight meal not included,10844,12,5,6,1,2,16,Afternoon,10844,9.291459423260974
jet airways,2019-03-06,delhi,cochin,DEL → BOM → COK,02:15:00,04:25 07 Mar,26h 10m,1 stop,No info,17024,6,3,2,0,1,2,Late Night,17024,9.742438131017714
jet airways,2019-05-01,kolkata,banglore,CCU → DEL → BLR,09:35:00,14:25 02 May,28h 50m,1 stop,In-flight meal not included,9314,1,5,2,0,2,9,Morning,9314,9.13938128303569
indigo,2019-03-24,banglore,new delhi,BLR → DEL,00:40:00,03:25,2h 45m,non-stop,No info,4777,24,3,6,1,1,0,Late Night,4777,8.471777327885755
air india,2019-06-09,kolkata,banglore,CCU → BBI → BLR,12:00:00,13:15 10 Jun,25h 15m,1 stop,No info,7662,9,6,6,1,2,12,Afternoon,7662,8.944158830970403
indigo,2019-05-09,delhi,cochin,DEL → HYD → COK,06:50:00,16:10,9h 20m,1 stop,No info,6442,9,5,3,0,2,6,Morning,6442,8.770749549138642
spicejet,2019-06-12,delhi,cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1 stop,No info,5264,12,6,2,0,2,8,Morning,5264,8.568836424568076
jet airways,2019-05-27,delhi,cochin,DEL → BOM → COK,13:00:00,04:25 28 May,15h 25m,1 stop,In-flight meal not included,12898,27,5,0,0,2,13,Afternoon,12898,9.464905067965136
air india,2019-03-03,mumbai,hyderabad,BOM → HYD,13:55:00,15:25,1h 30m,non-stop,No info,6092,3,3,6,1,1,13,Afternoon,6092,8.714895850248494
spicejet,2019-05-21,banglore,delhi,BLR → DEL,05:55:00,08:35,2h 40m,non-stop,No info,3311,21,5,1,0,2,5,Morning,3311,8.10530751550515
jet airways,2019-03-27,delhi,cochin,DEL → BOM → COK,19:15:00,04:25 28 Mar,9h 10m,1 stop,In-flight meal not included,6540,27,3,2,0,1,19,Evening,6540,8.785845337961213
indigo,2019-05-27,banglore,delhi,BLR → DEL,01:30:00,04:15,2h 45m,non-stop,No info,3419,27,5,0,0,2,1,Late Night,3419,8.13739583005665
jet airways,2019-04-03,delhi,cochin,DEL → BOM → COK,14:00:00,12:35 04 Apr,22h 35m,1 stop,In-flight meal not included,5177,3,4,2,0,2,14,Afternoon,5177,8.552174160311482
air india,2019-04-18,delhi,cochin,DEL → COK,18:05:00,21:10,3h 5m,non-stop,No info,8246,18,4,3,0,2,18,Evening,8246,9.017604776833355
jet airways,2019-06-09,kolkata,banglore,CCU → DEL → BLR,09:35:00,21:05,11h 30m,1 stop,No info,14676,9,6,6,1,2,9,Morning,14676,9.594036921611199
multiple carriers,2019-06-27,delhi,cochin,DEL → BOM → COK,11:30:00,21:00,9h 30m,1 stop,No info,13587,27,6,3,0,2,11,Morning,13587,9.516942329280475
jet airways,2019-05-06,kolkata,banglore,CCU → BOM → BLR,21:10:00,09:20 07 May,12h 10m,1 stop,In-flight meal not included,9663,6,5,0,0,2,21,Night,9663,9.176162920174596
jet airways,2019-06-12,kolkata,banglore,CCU → BOM → BLR,16:30:00,10:05 13 Jun,17h 35m,1 stop,No info,13044,12,6,2,0,2,16,Afternoon,13044,9.47616019757083
indigo,2019-04-03,delhi,cochin,DEL → BOM → COK,20:25:00,01:30 04 Apr,5h 5m,1 stop,No info,5073,3,4,2,0,2,20,Evening,5073,8.531884740159228
vistara,2019-05-21,kolkata,banglore,CCU → DEL → BLR,17:00:00,18:50 22 May,25h 50m,1 stop,No info,9345,21,5,1,0,2,17,Evening,9345,9.142703723260372
jet airways,2019-05-06,kolkata,banglore,CCU → BOM → BLR,14:05:00,10:05 07 May,20h,1 stop,In-flight meal not included,9663,6,5,0,0,2,14,Afternoon,9663,9.176162920174596
multiple carriers,2019-05-21,delhi,cochin,DEL → BOM → COK,08:00:00,21:00,13h,1 stop,No info,14277,21,5,1,0,2,8,Morning,14277,9.566475170062406
jet airways,2019-06-01,delhi,cochin,DEL → BOM → COK,10:00:00,04:25 02 Jun,18h 25m,1 stop,In-flight meal not included,10262,1,6,5,1,2,10,Morning,10262,9.236300473645715
jet airways,2019-03-27,mumbai,hyderabad,BOM → HYD,19:35:00,21:05,1h 30m,non-stop,No info,5678,27,3,2,0,1,19,Evening,5678,8.644530439877432
multiple carriers,2019-05-15,delhi,cochin,DEL → BOM → COK,16:00:00,01:30 16 May,9h 30m,1 stop,No info,13727,15,5,2,0,2,16,Afternoon,13727,9.527192821727743
jet airways,2019-05-06,kolkata,banglore,CCU → BOM → BLR,20:00:00,12:00 07 May,16h,1 stop,In-flight meal not included,9663,6,5,0,0,2,20,Evening,9663,9.176162920174596
indigo,2019-05-12,chennai,kolkata,MAA → CCU,14:45:00,17:05,2h 20m,non-stop,No info,3858,12,5,6,1,2,14,Afternoon,3858,8.258163361537619
spicejet,2019-06-24,delhi,cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1 stop,No info,4812,24,6,0,0,2,8,Morning,4812,8.47907586930311
indigo,2019-06-27,delhi,cochin,DEL → LKO → COK,21:50:00,03:35 28 Jun,5h 45m,1 stop,No info,5775,27,6,3,0,2,21,Night,5775,8.661466680572662
jet airways,2019-06-06,kolkata,banglore,CCU → DEL → BLR,09:35:00,09:45 07 Jun,24h 10m,1 stop,In-flight meal not included,10539,6,6,3,0,2,9,Morning,10539,9.262932822095353
indigo,2019-06-03,kolkata,banglore,CCU → BLR,15:30:00,18:05,2h 35m,non-stop,No info,4804,3,6,0,0,2,15,Afternoon,4804,8.477412321404392
air asia,2019-06-12,banglore,delhi,BLR → DEL,11:10:00,13:55,2h 45m,non-stop,No info,3383,12,6,2,0,2,11,Morning,3383,8.126813720726114
indigo,2019-03-03,banglore,new delhi,BLR → HYD → DEL,12:10:00,17:05,4h 55m,1 stop,No info,8738,3,3,6,1,1,12,Afternoon,8738,9.075551045627543
air india,2019-03-27,delhi,cochin,DEL → TRV → COK,05:15:00,06:50 28 Mar,25h 35m,1 stop,No info,7165,27,3,2,0,1,5,Morning,7165,8.8771028978649
indigo,2019-06-24,delhi,cochin,DEL → HYD → COK,16:10:00,22:30,6h 20m,1 stop,No info,6412,24,6,0,0,2,16,Afternoon,6412,8.766082459148864
jet airways,2019-06-27,banglore,delhi,BLR → DEL,18:55:00,22:00,3h 5m,non-stop,No info,8016,27,6,3,0,2,18,Evening,8016,8.989319566042951
jet airways,2019-03-12,banglore,new delhi,BLR → BOM → DEL,20:35:00,15:15 13 Mar,18h 40m,1 stop,In-flight meal not included,11087,12,3,1,0,1,20,Evening,11087,9.313618721429684
spicejet,2019-06-27,chennai,kolkata,MAA → CCU,09:45:00,12:00,2h 15m,non-stop,No check-in baggage included,3543,27,6,3,0,2,9,Morning,3543,8.173011311724972
jet airways,2019-06-12,kolkata,banglore,CCU → BOM → BLR,16:30:00,04:40 13 Jun,12h 10m,1 stop,No info,12471,12,6,2,0,2,16,Afternoon,12471,9.431241410737613
jet airways,2019-06-24,delhi,cochin,DEL → BOM → COK,09:00:00,04:25 25 Jun,19h 25m,1 stop,In-flight meal not included,10262,24,6,0,0,2,9,Morning,10262,9.236300473645715
air india,2019-03-18,banglore,new delhi,BLR → DEL,13:20:00,16:10,2h 50m,non-stop,No info,4441,18,3,0,0,1,13,Afternoon,4441,8.398860004454372
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,07:05:00,15:30,8h 25m,1 stop,No info,12537,27,3,2,0,1,7,Morning,12537,9.436519311833914
goair,2019-03-24,kolkata,banglore,CCU → BOM → BLR,22:25:00,07:40 25 Mar,9h 15m,1 stop,No info,10091,24,3,6,1,1,22,Night,10091,9.219498309760949
air india,2019-06-03,banglore,delhi,BLR → DEL,21:05:00,23:55,2h 50m,non-stop,No info,6961,3,6,0,0,2,21,Night,6961,8.848222068371385
indigo,2019-04-24,delhi,cochin,DEL → COK,05:35:00,08:50,3h 15m,non-stop,No info,5013,24,4,2,0,2,5,Morning,5013,8.519989278718239
air india,2019-05-18,delhi,cochin,DEL → COK,05:10:00,08:00,2h 50m,non-stop,No info,6934,18,5,5,1,2,5,Morning,6934,8.844336332748933
multiple carriers,2019-06-03,delhi,cochin,DEL → BOM → COK,06:40:00,19:00,12h 20m,1 stop,No info,10877,3,6,0,0,2,6,Morning,10877,9.294497679982905
jet airways,2019-04-18,banglore,delhi,BLR → DEL,15:15:00,18:10,2h 55m,non-stop,No info,7229,18,4,3,0,2,15,Afternoon,7229,8.88599431515281
indigo,2019-03-27,delhi,cochin,DEL → BOM → COK,16:00:00,01:35 28 Mar,9h 35m,1 stop,No info,7048,27,3,2,0,1,16,Afternoon,7048,8.860641041773876
vistara,2019-06-27,banglore,delhi,BLR → DEL,17:00:00,19:35,2h 35m,non-stop,No info,4878,27,6,3,0,2,17,Evening,4878,8.492695559815838
jet airways,2019-05-21,kolkata,banglore,CCU → BOM → BLR,14:05:00,23:35,9h 30m,1 stop,In-flight meal not included,10844,21,5,1,0,2,14,Afternoon,10844,9.291459423260974
jet airways,2019-05-18,delhi,cochin,DEL → AMD → BOM → COK,23:05:00,04:25 20 May,29h 20m,2 stops,No info,15129,18,5,5,1,2,23,Night,15129,9.624434806782402
indigo,2019-05-12,banglore,delhi,BLR → DEL,00:30:00,03:25,2h 55m,non-stop,No info,3943,12,5,6,1,2,0,Late Night,3943,8.279950715722526
spicejet,2019-06-06,delhi,cochin,DEL → MAA → COK,06:05:00,11:20,5h 15m,1 stop,No info,5583,6,6,3,0,2,6,Morning,5583,8.627660644442209
multiple carriers,2019-06-06,delhi,cochin,DEL → HYD → COK,07:05:00,16:10,9h 5m,1 stop,No info,9646,6,6,3,0,2,7,Morning,9646,9.174402265170553
multiple carriers,2019-06-03,delhi,cochin,DEL → BOM → COK,08:30:00,19:15,10h 45m,1 stop,No info,7677,3,6,0,0,2,8,Morning,7677,8.946114375560743
indigo,2019-06-01,delhi,cochin,DEL → BLR → COK,05:10:00,10:05,4h 55m,1 stop,No info,6842,1,6,5,1,2,5,Morning,6842,8.830981510952498
jet airways,2019-06-24,mumbai,hyderabad,BOM → HYD,08:45:00,10:15,1h 30m,non-stop,In-flight meal not included,4995,24,6,0,0,2,8,Morning,4995,8.516392871245468
vistara,2019-06-09,kolkata,banglore,CCU → DEL → BLR,07:10:00,18:50,11h 40m,1 stop,No info,9555,9,6,6,1,2,7,Morning,9555,9.1649245084457
indigo,2019-06-01,banglore,delhi,BLR → DEL,01:30:00,04:15,2h 45m,non-stop,No info,4077,1,6,5,1,2,1,Late Night,4077,8.3133619511344
jet airways,2019-05-12,banglore,delhi,BLR → DEL,15:15:00,18:10,2h 55m,non-stop,No info,7229,12,5,6,1,2,15,Afternoon,7229,8.88599431515281
multiple carriers,2019-06-09,delhi,cochin,DEL → BOM → COK,09:00:00,19:00,10h,1 stop,No info,12192,9,6,6,1,2,9,Morning,12192,9.408617295560266
air india,2019-04-12,banglore,delhi,BLR → DEL,10:00:00,12:45,2h 45m,non-stop,No info,5911,12,4,4,0,2,10,Morning,5911,8.684739462628038
air india,2019-06-12,delhi,cochin,DEL → BOM → COK,09:00:00,19:15,10h 15m,1 stop,No info,8372,12,6,2,0,2,9,Morning,8372,9.032767522204432
jet airways,2019-03-18,mumbai,hyderabad,BOM → HYD,07:10:00,08:35,1h 25m,non-stop,In-flight meal not included,4995,18,3,0,0,1,7,Morning,4995,8.516392871245468
multiple carriers,2019-05-09,delhi,cochin,DEL → BOM → COK,10:00:00,19:15,9h 15m,1 stop,No info,14323,9,5,3,0,2,10,Morning,14323,9.569691731118324
jet airways,2019-06-09,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,04:25 10 Jun,22h 55m,2 stops,No info,13014,9,6,6,1,2,5,Morning,13014,9.473857817428666
air india,2019-06-06,delhi,cochin,DEL → CCU → BOM → COK,14:25:00,19:15 07 Jun,28h 50m,2 stops,No info,13591,6,6,3,0,2,14,Afternoon,13591,9.517236663351769
jet airways,2019-03-03,delhi,cochin,DEL → IDR → BOM → COK,05:25:00,18:50 04 Mar,37h 25m,2 stops,No info,18799,3,3,6,1,1,5,Morning,18799,9.84161214881804
indigo,2019-04-27,banglore,delhi,BLR → DEL,23:30:00,02:20 28 Apr,2h 50m,non-stop,No info,3943,27,4,5,1,2,23,Night,3943,8.279950715722526
spicejet,2019-05-21,mumbai,hyderabad,BOM → HYD,05:45:00,07:15,1h 30m,non-stop,No check-in baggage included,1965,21,5,1,0,2,5,Morning,1965,7.583756300707112
jet airways,2019-05-27,mumbai,hyderabad,BOM → HYD,10:20:00,11:50,1h 30m,non-stop,In-flight meal not included,4995,27,5,0,0,2,10,Morning,4995,8.516392871245468
air india,2019-03-24,kolkata,banglore,CCU → BOM → BLR,16:50:00,18:30 25 Mar,25h 40m,1 stop,No info,14641,24,3,6,1,1,16,Afternoon,14641,9.591649390206587
air india,2019-04-12,kolkata,banglore,CCU → BLR,20:45:00,23:20,2h 35m,non-stop,No info,4460,12,4,4,0,2,20,Evening,4460,8.403128235128264
air india,2019-05-18,delhi,cochin,DEL → BOM → COK,13:00:00,19:15,6h 15m,1 stop,No info,10191,18,5,5,1,2,13,Afternoon,10191,9.229358377811945
jet airways,2019-03-09,delhi,cochin,DEL → BOM → COK,02:15:00,19:45,17h 30m,1 stop,In-flight meal not included,13843,9,3,5,1,1,2,Late Night,13843,9.535607204755236
indigo,2019-05-01,delhi,cochin,DEL → LKO → COK,21:50:00,03:35 02 May,5h 45m,1 stop,No info,6349,1,5,2,0,2,21,Night,6349,8.756210091886738
air asia,2019-05-01,kolkata,banglore,CCU → BLR,10:20:00,12:55,2h 35m,non-stop,No info,4409,1,5,2,0,2,10,Morning,4409,8.391629968440892
jet airways,2019-03-06,delhi,cochin,DEL → BOM → COK,18:15:00,19:45 07 Mar,25h 30m,1 stop,No info,17024,6,3,2,0,1,18,Evening,17024,9.742438131017714
multiple carriers,2019-05-18,delhi,cochin,DEL → BOM → COK,07:05:00,21:00,13h 55m,1 stop,No info,13727,18,5,5,1,2,7,Morning,13727,9.527192821727743
indigo,2019-03-15,banglore,new delhi,BLR → DEL,18:25:00,21:20,2h 55m,non-stop,No info,8855,15,3,4,0,1,18,Evening,8855,9.088850474388472
multiple carriers,2019-06-24,delhi,cochin,DEL → BOM → COK,08:45:00,19:00,10h 15m,1 stop,No info,12524,24,6,0,0,2,8,Morning,12524,9.435481925953065
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,11:40:00,20:20,8h 40m,1 stop,No info,13555,18,3,0,0,1,11,Morning,13555,9.514584532726943
jet airways,2019-06-06,kolkata,banglore,CCU → BOM → BLR,06:30:00,12:00,5h 30m,1 stop,In-flight meal not included,10844,6,6,3,0,2,6,Morning,10844,9.291459423260974
multiple carriers,2019-06-09,delhi,cochin,DEL → BOM → COK,09:00:00,21:00,12h,1 stop,No info,13587,9,6,6,1,2,9,Morning,13587,9.516942329280475
spicejet,2019-06-12,chennai,kolkata,MAA → CCU,09:45:00,12:00,2h 15m,non-stop,No check-in baggage included,3543,12,6,2,0,2,9,Morning,3543,8.173011311724972
vistara,2019-03-18,chennai,kolkata,MAA → CCU,07:05:00,09:20,2h 15m,non-stop,No info,4842,18,3,0,0,1,7,Morning,4842,8.48528964240323
indigo,2019-04-24,banglore,delhi,BLR → DEL,23:30:00,02:20 25 Apr,2h 50m,non-stop,No info,3943,24,4,2,0,2,23,Night,3943,8.279950715722526
jet airways,2019-06-09,delhi,cochin,DEL → BOM → COK,19:15:00,04:25 10 Jun,9h 10m,1 stop,In-flight meal not included,10577,9,6,6,1,2,19,Evening,10577,9.266531651625925
indigo,2019-05-15,delhi,cochin,DEL → BOM → COK,10:35:00,21:00,10h 25m,1 stop,No info,6979,15,5,2,0,2,10,Morning,6979,8.850804195756417
vistara,2019-06-27,chennai,kolkata,MAA → CCU,17:45:00,20:05,2h 20m,non-stop,No info,11982,27,6,3,0,2,17,Evening,11982,9.391244257682517
spicejet,2019-06-06,delhi,cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1 stop,No info,5264,6,6,3,0,2,8,Morning,5264,8.568836424568076
vistara,2019-03-03,delhi,cochin,DEL → COK,06:00:00,09:10,3h 10m,non-stop,No info,8001,3,3,6,1,1,6,Morning,8001,8.98744678941718
air india,2019-06-01,delhi,cochin,DEL → AMD → BOM → COK,19:45:00,19:15 02 Jun,23h 30m,2 stops,No info,10651,1,6,5,1,2,19,Evening,10651,9.273502946933823
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,16:30:00,19:50 25 May,27h 20m,1 stop,In-flight meal not included,10844,24,5,4,0,2,16,Afternoon,10844,9.291459423260974
multiple carriers,2019-03-27,delhi,cochin,DEL → HYD → COK,09:45:00,22:20,12h 35m,1 stop,No info,6601,27,3,2,0,1,9,Morning,6601,8.795127912413138
air india,2019-03-21,delhi,cochin,DEL → BOM → COK,19:00:00,19:15 22 Mar,24h 15m,1 stop,No info,6587,21,3,3,0,1,19,Evening,6587,8.79300509129753
spicejet,2019-03-21,mumbai,hyderabad,BOM → HYD,13:10:00,14:30,1h 20m,non-stop,No info,3173,21,3,3,0,1,13,Afternoon,3173,8.062747901086354
air india,2019-05-09,banglore,delhi,BLR → DEL,10:00:00,12:45,2h 45m,non-stop,No info,5228,9,5,3,0,2,10,Morning,5228,8.56197533418813
jet airways,2019-06-21,banglore,delhi,BLR → DEL,07:10:00,10:10,3h,non-stop,In-flight meal not included,5769,21,6,4,0,2,7,Morning,5769,8.660427359502146
jet airways,2019-06-06,delhi,cochin,DEL → BOM → COK,08:00:00,19:00,11h,1 stop,No info,14714,6,6,3,0,2,8,Morning,14714,9.596622660667574
jet airways,2019-06-03,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,19:00,13h 30m,2 stops,No info,13014,3,6,0,0,2,5,Morning,13014,9.473857817428666
indigo,2019-06-03,banglore,delhi,BLR → DEL,22:10:00,01:00 04 Jun,2h 50m,non-stop,No info,3359,3,6,0,0,2,22,Night,3359,8.11969625295725
goair,2019-03-03,banglore,new delhi,BLR → DEL,20:55:00,23:50,2h 55m,non-stop,No info,6722,3,3,6,1,1,20,Evening,6722,8.813289762469037
indigo,2019-03-18,kolkata,banglore,CCU → BLR,09:35:00,12:20,2h 45m,non-stop,No info,4462,18,3,0,0,1,9,Morning,4462,8.40357646462927
indigo,2019-03-09,delhi,cochin,DEL → HYD → COK,04:55:00,16:10,11h 15m,1 stop,No info,6171,9,3,5,1,1,4,Late Night,6171,8.72777821348305
air india,2019-05-21,kolkata,banglore,CCU → IXR → DEL → BLR,05:50:00,20:25,14h 35m,2 stops,No info,12303,21,5,1,0,2,5,Morning,12303,9.417679691745425
multiple carriers,2019-03-21,delhi,cochin,DEL → BOM → COK,11:40:00,01:35 22 Mar,13h 55m,1 stop,No info,7695,21,3,3,0,1,11,Morning,7695,8.948455992345542
indigo,2019-06-24,delhi,cochin,DEL → BOM → COK,11:25:00,01:30 25 Jun,14h 5m,1 stop,No info,5684,24,6,0,0,2,11,Morning,5684,8.645586406184636
air india,2019-06-12,kolkata,banglore,CCU → BOM → BLR,16:50:00,07:55 13 Jun,15h 5m,1 stop,No info,8366,12,6,2,0,2,16,Afternoon,8366,9.032050676295599
air india,2019-03-01,chennai,kolkata,MAA → CCU,11:40:00,13:55,2h 15m,non-stop,No info,19630,1,3,4,0,1,11,Morning,19630,9.884865228408033
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,14:05:00,05:05 07 Mar,15h,1 stop,In-flight meal not included,13502,6,3,2,0,1,14,Afternoon,13502,9.510667161961042
jet airways,2019-05-01,kolkata,banglore,CCU → BOM → BLR,21:10:00,10:05 02 May,12h 55m,1 stop,No info,14781,1,5,2,0,2,21,Night,14781,9.601165503344832
multiple carriers,2019-06-12,delhi,cochin,DEL → HYD → COK,07:10:00,16:10,9h,1 stop,No info,6513,12,6,2,0,2,7,Morning,6513,8.781708985836179
air india,2019-06-01,delhi,cochin,DEL → BOM → COK,07:00:00,19:15,12h 15m,1 stop,No info,9929,1,6,5,1,2,7,Morning,9929,9.203315757039219
multiple carriers,2019-06-06,delhi,cochin,DEL → IXU → BOM → COK,17:50:00,01:30 07 Jun,7h 40m,2 stops,No info,18275,6,6,3,0,2,17,Evening,18275,9.813344002683163
air india,2019-04-09,delhi,cochin,DEL → MAA → COK,06:05:00,09:25 10 Apr,27h 20m,1 stop,No info,4487,9,4,1,0,2,6,Morning,4487,8.409162447202533
indigo,2019-03-15,mumbai,hyderabad,BOM → HYD,21:20:00,22:45,1h 25m,non-stop,No info,2754,15,3,4,0,1,21,Night,2754,7.9211727215870145
air india,2019-03-27,mumbai,hyderabad,BOM → HYD,06:20:00,07:40,1h 20m,non-stop,No info,2575,27,3,2,0,1,6,Morning,2575,7.853993087224244
spicejet,2019-06-12,kolkata,banglore,CCU → IXB → BLR,15:55:00,21:25,5h 30m,1 stop,No info,8224,12,6,2,0,2,15,Afternoon,8224,9.014933575633572
air india,2019-03-09,delhi,cochin,DEL → BLR → COK,20:30:00,08:15 10 Mar,11h 45m,1 stop,No info,8991,9,3,5,1,1,20,Evening,8991,9.104090572133472
indigo,2019-06-24,delhi,cochin,DEL → COK,05:35:00,08:50,3h 15m,non-stop,No info,5000,24,6,0,0,2,5,Morning,5000,8.517393171418904
jet airways,2019-06-12,kolkata,banglore,CCU → BOM → BLR,18:55:00,19:50 13 Jun,24h 55m,1 stop,In-flight meal not included,8529,12,6,2,0,2,18,Evening,8529,9.051344640485725
air india,2019-03-03,delhi,cochin,DEL → MAA → COK,06:05:00,09:25 04 Mar,27h 20m,1 stop,No info,14042,3,3,6,1,1,6,Morning,14042,9.54987932996818
jet airways,2019-05-24,banglore,delhi,BLR → DEL,11:10:00,14:05,2h 55m,non-stop,In-flight meal not included,4030,24,5,4,0,2,11,Morning,4030,8.301769763117166
jet airways,2019-06-06,kolkata,banglore,CCU → BOM → BLR,18:55:00,12:00 07 Jun,17h 5m,1 stop,In-flight meal not included,10844,6,6,3,0,2,18,Evening,10844,9.291459423260974
indigo,2019-05-06,kolkata,banglore,CCU → BLR,21:25:00,00:05 07 May,2h 40m,non-stop,No info,4804,6,5,0,0,2,21,Night,4804,8.477412321404392
multiple carriers,2019-05-27,delhi,cochin,DEL → BOM → COK,17:30:00,01:30 28 May,8h,1 stop,In-flight meal not included,7308,27,5,0,0,2,17,Evening,7308,8.896861744480391
indigo,2019-05-12,banglore,delhi,BLR → DEL,16:55:00,19:55,3h,non-stop,No info,4823,12,5,6,1,2,16,Afternoon,4823,8.481358738407021
jet airways,2019-06-24,delhi,cochin,DEL → BOM → COK,09:00:00,12:35 25 Jun,27h 35m,1 stop,In-flight meal not included,10262,24,6,0,0,2,9,Morning,10262,9.236300473645715
jet airways,2019-05-27,delhi,cochin,DEL → BOM → COK,20:55:00,04:25 28 May,7h 30m,1 stop,In-flight meal not included,12898,27,5,0,0,2,20,Evening,12898,9.464905067965136
air india,2019-03-12,banglore,new delhi,BLR → BOM → JDH → DEL,17:25:00,16:20 13 Mar,22h 55m,2 stops,No info,12778,12,3,1,0,1,17,Evening,12778,9.455558477608703
indigo,2019-03-03,delhi,cochin,DEL → BOM → COK,04:45:00,13:20,8h 35m,1 stop,No info,14871,3,3,6,1,1,4,Late Night,14871,9.60723552940128
air india,2019-03-21,delhi,cochin,DEL → UDR → BOM → COK,13:20:00,19:15 22 Mar,29h 55m,2 stops,No info,8708,21,3,3,0,1,13,Afternoon,8708,9.07211225269274
jet airways,2019-06-06,kolkata,banglore,CCU → BOM → BLR,20:00:00,18:15 07 Jun,22h 15m,1 stop,In-flight meal not included,10844,6,6,3,0,2,20,Evening,10844,9.291459423260974
spicejet,2019-03-06,mumbai,hyderabad,BOM → HYD,05:45:00,07:05,1h 20m,non-stop,No info,4129,6,3,2,0,1,5,Morning,4129,8.326032685955079
indigo,2019-05-18,kolkata,banglore,CCU → BLR,21:25:00,00:05 19 May,2h 40m,non-stop,No info,4804,18,5,5,1,2,21,Night,4804,8.477412321404392
jet airways,2019-05-06,banglore,delhi,BLR → DEL,08:20:00,11:20,3h,non-stop,No info,7229,6,5,0,0,2,8,Morning,7229,8.88599431515281
jet airways,2019-03-21,banglore,new delhi,BLR → BOM → DEL,07:00:00,19:10,12h 10m,1 stop,In-flight meal not included,7832,21,3,3,0,1,7,Morning,7832,8.96610085736724
spicejet,2019-03-18,chennai,kolkata,MAA → CCU,09:30:00,12:05,2h 35m,non-stop,No info,3859,18,3,0,0,1,9,Morning,3859,8.258422462458876
multiple carriers,2019-06-06,delhi,cochin,DEL → BOM → COK,07:30:00,19:15,11h 45m,1 stop,No info,9001,6,6,3,0,2,7,Morning,9001,9.105202053852878
